category,title,content,news_category,author,publication_date,word_count,source_age,readability_index,article_id
Politics,,,,Terrell Ondricka,2024-07-02T04:43:25.104Z,4178,1,47.57254750165157,FxZfEU4Obe
Business,,,,Michelle Howe,2024-11-10T22:13:10.955Z,379,2,21.683513725176454,Tk0KrzSKZ7
Technology,,,,Lola Hickle,2024-09-25T13:08:13.072Z,193,4,17.647840403486043,le2xlgF7uw
Health,,,,Johnny Heathcote,2024-03-29T19:07:44.218Z,2446,3,74.21696604252793,ocgQ1ZjKWO
Environment,,,,Myra Legros,2024-09-26T14:58:58.415Z,3667,4,81.214296749793,2TD3ImqhII
Science,,,,Dan Kiehn,2024-07-05T20:28:53.878Z,2743,3,32.713434716220945,DzHc3EVAKQ
Sports,,,,Erica Aufderhar,2024-09-18T17:08:47.437Z,3024,5,47.73351071821526,22UTzO9xrB
Education,,,,Rafael Bednar PhD,2024-07-18T03:18:57.954Z,4655,1,22.458066003629938,hgZqG84619
Entertainment,,,,Caleb Senger,2024-12-19T14:34:20.859Z,1053,4,12.438666267786175,bWmaFRCgGy
Travel,,,,Ms. Norma Gerhold-Haag,2024-06-13T02:00:49.967Z,4027,1,45.00865504518151,mXPCwhZeuH
Crime,,,,Jeffrey Lemke,2024-03-14T12:06:49.874Z,2199,2,85.99627456511371,c8qH9kg1o2
Weather,,,,Miss Georgia Wiza,2024-06-11T20:01:27.080Z,2335,3,19.568173192674294,qsBl1DVfe8
Arts_Culture,,,,Roy Denesik,2024-07-27T16:09:48.163Z,780,3,4.7160358228720725,1Cwc5OZAxs
Food_Drink,,,,Samuel Dickinson,2025-01-06T13:32:25.480Z,3716,3,50.108886676840484,neKD5ZT5H2
Fashion,,,,Nicolas Stamm,2024-03-14T14:58:23.590Z,1003,4,96.24658029386774,KjcN7BitIi
Real_Estate,,,,Patrick Prosacco,2024-04-18T17:09:22.074Z,4621,5,35.60319563373923,seDMDNrLY1
Investigative,,,,Dr. Angelica Leuschke,2025-02-15T12:51:21.560Z,782,1,35.71432719542645,W8OCrIgFOF
Opinion,,,,Frankie Keebler,2024-04-15T18:40:33.419Z,3980,3,67.45138346846215,ACwFLaSMex
Local_News,,,,Timothy McCullough,2024-06-27T02:08:21.249Z,3864,3,10.770597564522177,i1i7iTBfT5
World_News,,,,Daryl Doyle III,2024-03-24T19:22:28.030Z,4085,3,41.89901859359816,mGy1Chi2XM
Politics,,,,William Lockman,2024-09-27T11:48:44.096Z,2552,3,10.64498480875045,mnVQnRNmek
Business,,,,Becky Blick,2024-09-28T07:13:50.753Z,2227,1,91.1085742849391,Tky9bkFLHb
Technology,,,,Hugh Keebler DDS,2024-11-22T01:27:53.458Z,853,4,21.946335348300636,WlLi8GrEWi
Health,,,,Rene Graham,2024-06-19T23:13:26.990Z,4426,2,93.66442225594074,o8wIz0MxsQ
Environment,,,,Cecilia Schroeder,2024-03-21T04:24:41.690Z,4632,2,32.646430775523186,zP7n5u1Qvz
Science,,,,Miss Jeanne Sauer,2025-01-25T09:47:45.899Z,340,5,52.338529330678284,lYkh8zpd5Z
Sports,,,,Virginia Hilpert,2024-04-02T08:10:28.361Z,4097,4,40.11135536618531,nSTbUaDpjy
Education,,,,Mae Kiehn,2024-10-27T21:09:22.985Z,3912,1,27.607899502385408,csMdta4nM8
Entertainment,,,,Katherine Von II,2024-05-16T19:55:53.499Z,3290,3,85.58847736753523,4Bw7Jx9W8D
Travel,,,,Alison Kunze,2024-10-26T18:08:51.429Z,2486,3,44.624263170175254,eV0fGLjFR9
Crime,,,,Kyle Prosacco,2024-08-21T06:45:29.377Z,2413,1,68.56007984117605,XuFX35a89f
Weather,,,,Sandy Fisher,2024-12-17T01:39:49.434Z,4666,2,67.57743215025403,10i3HWVodf
Arts_Culture,,,,Shane Wyman DVM,2024-07-02T21:35:36.971Z,582,5,81.55676518240944,RIoXu8MPjy
Food_Drink,,,,Dr. Francisco Osinski I,2025-01-10T05:14:14.307Z,3089,2,49.12472301814705,ViRkwC65VI
Fashion,,,,Toby Weber MD,2024-05-07T15:40:27.382Z,1880,3,6.950638564303517,p4U8G03OAy
Real_Estate,,,,Mae Stanton,2024-11-11T19:49:43.524Z,3857,1,35.479259736370295,kHFuubDD6n
Investigative,,,,Theresa Ward,2024-11-05T22:57:50.475Z,3678,4,17.501120525645092,MhOsbGyWAY
Opinion,,,,Russell Schamberger,2024-09-01T16:17:43.342Z,4588,2,54.849769313819706,Z7Jd3ECSfG
Local_News,,,,Shannon Price,2024-05-02T09:24:32.241Z,4404,1,44.51845715753734,HgAkSN98MH
World_News,,,,Erick McDermott,2024-05-12T18:00:17.004Z,3457,3,55.629469585372135,ztVSX30RmO
Politics,,,,Ms. Heather Murray,2024-05-19T00:17:00.936Z,1418,3,83.02020916994661,wk6cuGHc9l
Business,,,,Catherine Mertz,2024-04-19T16:46:25.391Z,2455,1,1.8082917584106326,ycPyEBaQH1
Technology,,,,Ms. Anita Glover IV,2024-05-07T09:34:26.582Z,1950,1,82.88064535241574,mTE8LeRDBu
Health,,,,Florence Hagenes,2024-08-08T20:45:12.458Z,2517,4,14.556103633949533,XUCqWTKDV8
Environment,,,,Javier Schaefer,2024-07-31T01:47:37.099Z,3036,1,93.6467682432849,HWExjvWnVQ
Science,,,,Myron Wintheiser II,2025-01-06T08:19:06.923Z,4856,3,68.31963254977018,3Sn2avZfhE
Sports,,,,Dr. Harriet Mayert,2024-05-27T08:09:08.385Z,309,1,30.62224301462993,3oEt1kzEvD
Education,,,,Lela Parisian,2024-03-21T17:19:53.730Z,4942,2,21.119978268863633,kR3lfPWinm
Entertainment,,,,Joey Gutkowski,2024-03-18T09:17:50.514Z,1016,4,68.36184757761657,7W9f8sIWni
Travel,,,,Jessie Morar,2024-08-12T06:03:49.164Z,4725,2,76.00744686136022,rWrbIqNuHd
Crime,,,,Christine Nolan,2024-11-16T09:02:17.213Z,1829,5,62.600834066048265,rjHaOlWZJq
Weather,,,,Marlene D'Amore,2024-10-07T14:32:46.381Z,1531,1,3.5470643336884677,66Kgai4zps
Arts_Culture,,,,Angel Block,2024-09-05T17:50:45.696Z,3478,4,47.49374405411072,8w7EcqbKTs
Food_Drink,,,,Eleanor Gleichner,2024-03-04T21:33:26.783Z,1774,2,56.69310851371847,MPl6skTAIT
Fashion,,,,Mr. Oscar Wolf,2024-08-11T01:59:01.882Z,4843,1,46.3664051364176,KwWzAUyMI5
Real_Estate,,,,Aaron Kirlin,2024-10-03T22:32:47.060Z,4661,3,61.84443363919854,RwUdu6vwkX
Investigative,,,,Dr. Myrtle Ritchie,2024-02-26T00:45:17.727Z,468,2,67.0411843212787,kYh6szHp7v
Opinion,,,,Aaron Hane,2024-10-02T19:25:40.306Z,950,4,68.37109293416142,ovsUMqYDfy
Local_News,,,,Mr. Roy Prohaska,2024-04-22T06:20:12.124Z,2245,2,5.880351902451366,xtSIk9jCmv
World_News,,,,Mamie Watsica,2024-08-13T23:57:56.159Z,1618,2,55.55585333937779,pQynDcEjrH
Politics,,,,Nina Keeling,2024-05-31T01:59:37.621Z,1387,1,42.76782558276318,ujXCD5KqOt
Business,,,,Latoya Tremblay,2025-01-14T13:53:12.036Z,4187,2,70.10939325625077,XX2lMIzpEh
Technology,,,,Jacqueline Hackett,2024-12-11T06:26:19.162Z,4380,4,48.15189882973209,e7iwnvDFXY
Health,,,,Jackie Abernathy,2024-10-18T12:28:00.796Z,951,4,2.2784250169061124,geMRZiyMfx
Environment,,,,Mrs. Kathleen Schmitt,2024-03-16T17:47:11.370Z,2498,1,1.6979897746350616,Y1esYoqp2K
Science,,,,Lorena Paucek,2024-08-09T13:21:23.264Z,3993,3,41.15352717391215,wSmaOjZGcr
Sports,,,,Salvador Gibson,2024-10-15T21:28:31.351Z,997,4,74.59403232275508,VEdynXwPpc
Education,,,,Lewis Wolff,2024-09-05T19:44:00.291Z,2319,1,22.734312520828098,7gLLAXdr37
Entertainment,,,,Mrs. Minnie Schneider V,2024-03-21T18:35:20.704Z,1755,4,17.2605810794048,kSUqOd2DMl
Travel,,,,Julius Emmerich,2024-11-19T17:30:20.992Z,592,3,90.94446012447588,aKlubJGLcz
Crime,,,,Cindy Gottlieb,2024-12-19T17:50:08.936Z,232,2,12.673194766277447,F9aPZuexcM
Weather,,,,David Beahan,2024-12-02T07:21:30.442Z,664,2,57.23292196029797,RufZWGJvuz
Arts_Culture,,,,Patty Gorczany,2024-08-08T13:28:40.609Z,1384,1,6.9225417585112154,dOe2bxX0sr
Food_Drink,,,,Krystal Veum-Padberg,2024-03-15T16:32:55.488Z,3339,2,9.724522384116426,EU75f3WRpD
Fashion,,,,Tim Brekke,2024-08-29T23:39:42.774Z,3709,3,49.60725054866634,b2FAhPBcVz
Real_Estate,,,,Joan Abbott,2024-06-09T17:35:15.575Z,317,2,84.41227504308335,qbcNzrDpuG
Investigative,,,,Clint Goldner V,2024-07-08T05:06:10.664Z,2987,4,59.2536107879132,EzmLqIaOwL
Opinion,,,,Charlotte Rowe,2024-10-02T14:42:04.770Z,2000,1,10.230390834854916,mCCWusNEBB
Local_News,,,,Alfredo Marks,2024-07-06T08:24:56.004Z,1060,3,54.92805989366025,5ra5Tpglop
World_News,,,,Essie Kuhic,2024-05-15T08:03:38.945Z,534,4,74.97788030444644,RgSp2fmzdr
Politics,,,,Tony Nicolas,2025-01-31T00:15:33.896Z,445,3,62.86732288915664,kRaLywGcAD
Business,,,,Corey Thiel,2024-05-15T00:08:11.711Z,2268,2,73.38950328947976,YTsIzP029u
Technology,,,,Nicholas Schultz,2024-11-25T19:21:48.773Z,3157,5,55.89588812831789,ibHQMGSgRl
Health,,,,Linda Bednar,2025-02-02T10:07:36.491Z,2225,5,19.811572758015245,49McxgtIBs
Environment,,,,Mindy Gibson,2024-10-26T19:33:56.491Z,1308,4,25.79027843941003,9XOhhRgZtk
Science,,,,Alma Ernser,2024-04-23T12:13:15.100Z,2720,4,56.04374037194066,fwJASdzEsn
Sports,,,,Stuart Hoeger,2024-06-15T01:04:12.822Z,211,4,92.89966558921151,31X4EQl0Jx
Education,,,,Guillermo Borer,2024-09-06T09:46:08.990Z,1489,2,68.2623211632017,J5ofGg5h1K
Entertainment,,,,Adrienne Ferry Jr.,2024-08-29T08:21:37.203Z,3848,4,34.897031324217096,YmpW1Awwev
Travel,,,,Kendra Turner,2024-07-04T01:08:15.977Z,926,3,43.08911737380549,x7k366oxK4
Crime,,,,Sophia Mraz,2024-06-07T07:26:56.707Z,1083,4,13.76642809715122,TtlsikQtqD
Weather,,,,Willis Vandervort,2024-09-04T21:05:11.330Z,3778,2,16.29954920616001,aE82a1D7py
Arts_Culture,,,,Joanne Brown,2024-09-05T23:21:41.948Z,3623,1,2.622283977922052,HTTSjiFv1v
Food_Drink,,,,Lola Dickinson Jr.,2024-06-26T17:43:27.613Z,3941,5,34.07219611341134,ny3zu2uqMp
Fashion,,,,Chester Hyatt,2024-11-20T23:14:18.021Z,1441,5,92.99500912381336,jggAgkMW1n
Real_Estate,,,,Homer Mertz,2024-09-25T10:14:27.247Z,1533,2,46.11570429429412,JhJOMhdw8q
Investigative,,,,Jeanette Price,2024-11-11T09:24:45.484Z,1089,1,9.280377342132851,HPiEGfR5Jj
Opinion,,,,Malcolm McCullough,2024-10-24T04:49:20.422Z,2409,2,74.57499349815771,T5c9yyA32x
Local_News,,,,Laura Hayes,2024-12-31T00:17:56.847Z,3052,3,69.36726876115426,BiwqXYeuJF
World_News,,,,Lawrence Sawayn IV,2024-11-14T15:40:09.325Z,4150,4,40.760103940730914,yynXiZRYYI
Politics,,,,Johanna Barrows,2024-11-25T13:34:06.387Z,1510,4,85.04052257840522,GMtLnrnpta
Business,,,,Walter Effertz,2024-12-28T03:19:35.053Z,4943,4,83.67372333421372,o54x47BZOS
Technology,,,,Milton Renner,2024-08-17T10:28:21.730Z,1804,2,25.707413079682738,RHvC3mfxqV
Health,,,,Hugh Zulauf-Morar,2025-01-17T17:33:52.931Z,3054,3,17.617995537118986,1oMjWiSzZ9
Environment,,,,Casey Conn,2024-10-12T07:55:06.905Z,106,2,53.74384576897137,ViqW8kaRqP
Science,,,,Jerry Breitenberg,2024-02-28T20:34:17.032Z,2440,4,2.920988430036232,OAFf6bbhnn
Sports,,,,Maria Will,2024-10-31T20:29:28.721Z,4001,3,87.31600029929541,wp75e1KXDG
Education,,,,Timmy Padberg III,2024-11-18T04:30:29.586Z,2929,3,94.69214087561704,LsTkSn4V0h
Entertainment,,,,Grant Dickens-Hessel I,2024-06-07T15:11:54.245Z,4403,3,93.36331769824028,9xqFfVsZK4
Travel,,,,Luis Christiansen II,2024-11-30T03:09:44.608Z,2195,5,19.015558706596494,SBeQMufeh2
Crime,,,,Brandon Quitzon,2024-03-06T01:17:51.958Z,2629,2,50.04358347458765,nYg6PM2t5N
Weather,,,,Clyde Gorczany,2024-05-09T01:34:51.244Z,2956,2,38.905843309592456,MU36HCB7oH
Arts_Culture,,,,Louis Renner,2024-03-21T23:55:06.400Z,4712,1,88.78221379546449,YPIXbBisrM
Food_Drink,,,,Grant Blick,2024-06-11T06:45:26.261Z,4766,5,74.49766432051547,WHGrOgiMm1
Fashion,,,,Andres Lehner-Fisher,2024-12-28T08:27:35.187Z,847,4,93.17751458170824,ymiKykveJZ
Real_Estate,,,,Sarah McGlynn,2024-07-27T09:30:54.246Z,2359,2,61.748754216590896,bCP7jLzZpb
Investigative,,,,Olivia Cassin,2024-11-24T13:34:24.157Z,3136,2,9.408610586775467,Bv9dOKnDtS
Opinion,,,,Derek Ruecker,2024-03-31T21:58:04.101Z,2609,4,99.45902784122154,wmxsYvAFuf
Local_News,,,,Johanna White,2024-11-13T20:36:25.435Z,3957,2,21.99867920204997,IKqdecjooO
World_News,,,,Jermaine Gutkowski,2024-05-22T02:26:14.074Z,1146,3,92.99068379355595,pw4eTqCgWu
Politics,,,,Nick Wolf,2024-05-26T13:55:49.111Z,2919,3,83.725592906354,HcOC1NYkuU
Business,,,,Anthony Becker,2024-03-13T13:08:56.655Z,4724,3,7.687219339888543,lonimLkXfH
Technology,,,,Todd Lakin,2024-10-02T15:19:15.680Z,996,1,83.1307694085408,kN9YEsyzE1
Health,,,,Ronnie Schaden,2025-01-10T22:52:40.910Z,3173,3,77.90984779037535,CEf2P94qxQ
Environment,,,,Alma Leffler,2024-06-17T10:21:50.820Z,245,3,34.735034281620756,3rrfUC7xwm
Science,,,,Salvador Dare,2024-03-25T06:21:06.488Z,1673,5,86.30880685243756,RIWcVJSW5H
Sports,,,,Allen Paucek,2024-09-02T22:59:26.452Z,1405,3,99.32123057055287,qycXpZ3TLC
Education,,,,Blanche Ernser,2024-07-25T19:29:43.723Z,4311,5,72.76237887679599,Vbz0qnvjdB
Entertainment,,,,Jessica Rohan DVM,2024-04-07T15:28:29.211Z,4776,1,49.75495540909469,uCVvOlZf47
Travel,,,,Nina Hane,2024-04-18T09:21:39.209Z,4230,1,91.90861601894721,GHpePpDa4q
Crime,,,,Theodore Spinka,2025-01-17T11:06:09.241Z,1366,1,7.32939117657952,E8A8HXWlRR
Weather,,,,Angelo Christiansen,2024-04-28T17:01:48.774Z,2228,1,19.82921713567339,rNM4JCIlJ1
Arts_Culture,,,,Roger Simonis-Senger,2024-02-27T02:31:44.636Z,4157,2,3.236470571020618,r5E3szKnyh
Food_Drink,,,,Scott Labadie,2025-01-03T09:21:34.549Z,1637,2,56.082274231361225,IQB4bpH7ZA
Fashion,,,,Edwin Kuhlman,2024-10-16T11:42:10.003Z,2219,3,90.04549987986684,LN7QZj1XPg
Real_Estate,,,,Erica Hagenes,2024-04-05T07:38:06.554Z,3218,5,23.48435322684236,E5gNMc8SDp
Investigative,,,,Russell Ullrich DDS,2025-01-21T13:38:39.749Z,4803,2,89.61562692024745,X161Zf08VY
Opinion,,,,Johnnie Jacobson,2024-07-24T19:57:12.375Z,283,5,59.420291983755305,mzrbuQscpf
Local_News,,,,Tim Hyatt,2024-07-14T17:54:39.781Z,1501,2,24.99298136588186,TpzU208Uhf
World_News,,,,Susie Kuhn,2024-10-19T14:20:30.266Z,4870,5,20.105173450428993,VEUIlbNF2C
Politics,,,,Laverne Friesen IV,2024-08-01T01:29:55.979Z,1995,5,84.61158737144433,KaeR2J7sVR
Business,,,,Kristopher Mraz DVM,2024-07-17T15:03:33.981Z,1964,3,68.81089637242258,TE9GwgCJS2
Technology,,,,Danny Kilback,2024-04-17T15:48:16.687Z,1898,2,15.994230397278443,AqvvBgE0Lh
Health,,,,Marcus Larkin,2025-02-02T06:27:32.399Z,3348,1,43.97863956191577,1DqootDyru
Environment,,,,Jody Beier,2024-09-03T19:51:55.373Z,2592,5,22.362316116457805,h12vi77aCY
Science,,,,Melissa Sauer,2024-06-24T06:59:43.250Z,3581,3,91.18254179344513,Dxzusq9EZK
Sports,,,,Mr. Leonard Emard,2024-12-21T08:11:19.911Z,3592,4,39.86747416621074,yhHLkC4yu3
Education,,,,Wayne Luettgen,2024-08-11T19:20:35.030Z,2758,1,4.598352554952726,d48jHqK4I8
Entertainment,,,,Alberto Schuster,2024-03-24T18:36:58.275Z,2010,5,31.53616138570942,T5crs1Yj2A
Travel,,,,Amos Hodkiewicz-Konopelski I,2024-08-03T02:21:42.126Z,1286,5,31.916020916309208,NM5ljhVaDn
Crime,,,,Bonnie Collins,2024-04-19T09:59:36.919Z,4465,3,23.1427463889122,0WOxZAxqcV
Weather,,,,Henry Tillman-Renner,2024-07-09T12:30:11.248Z,1284,4,13.21423835773021,oLNa5sk2vO
Arts_Culture,,,,Geraldine Keebler,2024-12-31T04:55:42.295Z,3600,3,10.89935296610929,uYEJqZMF1n
Food_Drink,,,,Carlos Weber,2024-07-16T14:25:09.678Z,2169,5,79.38002528133802,mb51PxN7zb
Fashion,,,,Dr. Doug Kihn,2024-05-19T18:50:42.774Z,3442,4,40.629400056786835,7w6iA8970u
Real_Estate,,,,Randy Auer,2024-03-07T22:20:24.488Z,1866,4,76.12128643365577,ZytOsdxhy1
Investigative,,,,Eunice Koepp PhD,2024-06-25T15:49:31.236Z,580,4,75.25264718104154,6xjMsdsdBN
Opinion,,,,Georgia Weber,2025-02-08T14:12:37.739Z,1629,1,6.897836979012936,s397haOGUV
Local_News,,,,Miss Angelina Roob,2024-12-13T18:01:43.959Z,3595,1,69.98174730851315,ozCLC3ht6z
World_News,,,,Enrique Frami,2025-01-16T19:53:23.255Z,1932,1,30.74184837238863,zuoOh4hQfF
Politics,,,,Edwin Little DDS,2024-08-24T18:23:30.336Z,2499,3,87.94777864636853,3BBT6BfsGD
Business,,,,Ms. Geraldine Kautzer,2024-06-09T20:02:43.633Z,3469,5,45.28485682187602,S5OsGelSAH
Technology,,,,Shannon Hoppe,2025-01-12T17:03:17.307Z,3197,3,15.22629319014959,1r4HTtcvBk
Health,,,,Dr. Eduardo Lockman,2024-08-11T00:36:06.687Z,3058,1,58.33765320875682,nKcPBbhrEm
Environment,,,,Carrie Cummerata,2024-03-14T20:59:07.859Z,4749,5,88.29831244796515,FycL8DExTR
Science,,,,Jenny Bernhard,2024-07-20T08:28:26.064Z,4133,5,76.66196076036431,zRUO6U0tQb
Sports,,,,Perry Rowe,2024-08-06T03:07:39.728Z,1209,1,3.2831537022721022,sSOAcjpvGe
Education,,,,Carol O'Connell,2024-06-27T18:13:56.475Z,3596,5,21.85333742853254,3NSK1GyFzp
Entertainment,,,,Ernesto Krajcik,2024-10-11T03:36:22.004Z,1576,4,25.93102927482687,JKVlhYCo17
Travel,,,,Max Stehr,2024-05-29T18:00:21.708Z,935,2,31.51919168839231,4jdc1TejDi
Crime,,,,Lewis Ratke I,2024-08-25T23:00:11.129Z,311,5,44.225063018267974,I16bv0xKcm
Weather,,,,Sandy Johnston,2024-05-20T08:24:49.875Z,1243,2,57.7488439087756,PoMPZ79ceG
Arts_Culture,,,,Tammy Parisian,2025-01-22T06:52:12.243Z,2592,1,53.25738176563755,mBfkBmhHRe
Food_Drink,,,,Russell Bogan Sr.,2024-06-01T10:09:13.598Z,4623,5,24.235150118824095,rJhLDCpldC
Fashion,,,,Winifred Durgan,2024-08-20T01:34:43.153Z,1730,4,21.2726258370094,OVxbkVzXA9
Real_Estate,,,,Arlene Ryan,2024-04-24T16:31:10.271Z,3457,2,65.85665415483527,o6aIvXytmm
Investigative,,,,Kelvin Gibson,2024-09-13T18:31:49.856Z,2297,2,40.554748670896515,RcTJV5qaoy
Opinion,,,,Veronica Wyman,2024-11-24T05:49:43.019Z,4133,3,51.04801601055078,y5csMYSnI8
Local_News,,,,Kurt Tromp,2024-07-08T14:43:47.519Z,223,3,63.463067843113095,NQCUE8jLE0
World_News,,,,Krista Cole,2024-11-22T09:04:40.505Z,4281,5,29.532554786652327,JGIYnn4Pyf
Politics,,,,Theresa Schaden PhD,2024-08-02T04:16:59.519Z,3083,2,85.73055877769366,aihHA32LmN
Business,,,,Erma Emmerich,2024-08-26T03:29:42.084Z,996,1,1.3408102449029684,2cBT12A50i
Technology,,,,Lillie Ritchie,2024-10-29T03:57:48.000Z,2409,2,19.943388055078685,ggZkENlSzE
Health,,,,Camille O'Kon,2024-03-01T06:55:02.509Z,2692,1,61.38896055985242,1LTKLOsHvg
Environment,,,,Edgar Von-Von,2024-03-17T13:00:46.210Z,3195,1,89.16396307642572,IGL2kpgs6g
Science,,,,Wesley Casper,2024-09-17T01:07:43.648Z,1020,4,18.3988680744078,cc1fsYDfQV
Sports,,,,Luther Lang,2024-12-16T09:49:51.876Z,4094,2,9.334365230752155,cqHBmuIpDA
Education,,,,Kristi Mraz,2024-11-04T19:48:31.018Z,227,1,50.3431189567782,QrLmATk0aw
Entertainment,,,,Rufus Wuckert,2024-10-16T14:52:37.445Z,1214,2,92.91211472079158,ls15JMCEwz
Travel,,,,Lois Williamson II,2024-10-18T13:03:34.589Z,4011,5,76.89045042032376,UgU6ZrXZc4
Crime,,,,Delia Bauch,2025-01-29T19:25:47.175Z,1502,2,70.98831657809205,GJ6A1gLHEy
Weather,,,,Steve Bradtke PhD,2025-01-04T01:18:23.120Z,4813,1,94.32082943199202,0lA9jFqmeG
Arts_Culture,,,,Kerry Breitenberg,2024-11-25T14:36:25.833Z,3092,3,84.46927317697555,1mazmqQyag
Food_Drink,,,,Randal Adams-Friesen,2024-12-28T19:41:56.260Z,834,3,90.30302476673387,HmAkb7VYDN
Fashion,,,,Abraham Cartwright,2024-08-21T07:27:38.084Z,465,3,40.64370185090229,wAeu1D0jTY
Real_Estate,,,,Christy Ullrich MD,2024-12-31T02:57:33.648Z,4256,1,47.528031806927174,ztaMXqR5GS
Investigative,,,,Mr. Douglas Emmerich,2024-08-30T10:42:29.580Z,1982,5,18.889002804411575,eNxXP5Q9Xp
Opinion,,,,Bessie Adams,2024-08-04T04:51:55.243Z,393,1,98.79031817917712,ISy46Wj6uB
Local_News,,,,Blanca Bechtelar,2024-12-16T03:52:45.804Z,1660,1,11.13833958725445,Xc4fPSuZhH
World_News,,,,Noah Graham,2024-11-27T12:59:47.460Z,3694,1,12.34126743604429,DsGh1MBGcO
Politics,,,,Beth Sipes,2024-04-27T04:03:19.936Z,1122,3,40.22849043039605,7GD8SJ0VDV
Business,,,,Lewis Crona,2024-04-07T08:04:24.917Z,2801,4,13.705031194956973,PAylnwwz4X
Technology,,,,Dexter Ratke V,2024-03-20T01:16:42.180Z,426,5,54.034432919928804,vjnfjs5WTn
Health,,,,William Kshlerin,2024-03-23T09:20:32.781Z,735,5,76.53847319004126,p2wHFz9FN6
Environment,,,,Thelma Mann,2024-12-26T01:57:48.072Z,598,5,4.711313798092306,OnlAqrxa0H
Science,,,,Francisco Hagenes,2024-06-15T03:01:29.777Z,3100,3,72.82542940275744,jRk4zkULWc
Sports,,,,Jose Roberts,2024-06-27T23:09:09.931Z,1174,5,62.95952398539521,zhCthFyg2X
Education,,,,Johnny Padberg PhD,2024-04-06T14:50:23.861Z,905,1,97.43971711792983,ShIfngrQu5
Entertainment,,,,Dr. Vanessa Jerde,2024-04-18T00:36:18.385Z,2178,2,53.35446324176155,Wy6dfzGaB5
Travel,,,,Ismael Purdy,2024-12-09T18:34:58.478Z,4353,2,78.33471221080981,PcHCPY0PDa
Crime,,,,Tanya Keeling,2024-08-29T07:43:44.030Z,2125,1,89.8399919483345,q7BlJkDIJq
Weather,,,,Miss Erica Armstrong,2024-10-26T11:53:52.493Z,964,4,30.756157242925838,8utEAoeVBf
Arts_Culture,,,,Pamela Waelchi Sr.,2024-12-27T02:17:26.514Z,837,2,4.946281680138782,VFUUAxkEzg
Food_Drink,,,,Joanne Quitzon,2024-09-14T23:59:09.680Z,1565,5,1.765790008706972,Cj5n2gQCid
Fashion,,,,Jasmine Watsica-Hansen I,2024-10-29T18:13:02.345Z,4050,2,89.707498121541,elvmIQpdiM
Real_Estate,,,,Guadalupe Jerde,2024-07-11T04:29:54.882Z,394,5,46.577447498217225,rXymJ1FUNc
Investigative,,,,Carrie Lynch,2024-08-01T19:38:55.274Z,2195,5,97.96813406795263,UBstAAHktg
Opinion,,,,Lola Hilll,2024-12-02T18:58:41.321Z,1199,2,92.72236266126856,rwITH0xhIN
Local_News,,,,Dianna Skiles,2024-12-10T00:03:22.541Z,2986,4,54.604905505431816,IgqbeZQGqv
World_News,,,,Kim Christiansen,2024-08-18T03:47:28.051Z,2820,4,73.03867972339503,wIbBWbhLq6
Politics,,,,Lonnie Walsh,2024-10-31T21:32:02.530Z,2460,1,38.829022113000974,9ls6rGomIr
Business,,,,Charles Heller,2024-08-25T17:45:27.467Z,2371,1,22.60606922628358,GXRxXvzSYN
Technology,,,,Dr. Katherine Weimann,2024-11-01T07:19:46.455Z,4968,5,34.56094840564765,gGxCYjFVot
Health,,,,Cedric Berge,2024-11-15T10:40:38.175Z,185,3,38.708520147250965,eCZlTQn01D
Environment,,,,Orville Harris,2024-09-07T09:19:51.824Z,1794,3,63.51213185605593,Zi3z9itBdd
Science,,,,Marilyn Legros,2025-01-29T20:54:10.016Z,3248,1,38.20415321178734,gF44OGQgEg
Sports,,,,Mr. Everett Mann IV,2024-09-21T11:33:35.415Z,1484,1,94.27281614090316,bNJndjhUfs
Education,,,,Hazel Hudson,2024-11-01T05:36:50.112Z,3957,4,17.937564000487328,gMab9uSkBv
Entertainment,,,,Nathan Ankunding,2024-11-12T07:49:48.650Z,942,5,2.088383469497785,GtEUk17ITs
Travel,,,,Claude Kling Sr.,2024-04-19T21:37:29.126Z,3556,3,59.1113963087555,yBjl1zMPFz
Crime,,,,Omar Hermann,2025-02-15T05:18:06.611Z,4050,5,55.0940495824907,xtUBpqEbyI
Weather,,,,Steve Trantow,2024-06-30T01:50:01.262Z,2693,5,80.40459337201901,fF7IiF5L21
Arts_Culture,,,,Dr. Erin Reilly,2024-09-09T09:47:55.624Z,3681,2,19.25297689763829,Lg8uBVuURI
Food_Drink,,,,Sherman Shields,2024-07-20T07:02:01.099Z,3641,1,21.14538628794253,6T31sIL3kl
Fashion,,,,Hattie Bosco,2024-06-07T10:08:22.716Z,4974,2,55.07328016939573,no6ypVunh1
Real_Estate,,,,Ryan Kuhic,2025-01-14T04:28:23.524Z,4041,5,41.22284176223911,uFXPo4c4mi
Investigative,,,,Mrs. Linda Beahan II,2024-12-08T22:50:50.079Z,2757,5,32.81892182887532,UxDXOpyzbu
Opinion,,,,Miss Ginger Zulauf,2024-05-17T16:56:54.372Z,1049,1,1.8880023478996009,oEJThDAvAa
Local_News,,,,Brooke Kulas,2024-04-25T14:48:59.636Z,840,4,96.50087699550204,bLJNkJjj0s
World_News,,,,Ms. Sophia Robel,2024-09-15T13:28:47.744Z,1305,1,93.2557113240473,qlW2IRuhOk
Politics,,,,Gail Wilkinson III,2024-12-27T02:26:42.581Z,1406,4,81.07625798182562,9tIF5eCjyr
