house_id,square_feet,year_built,bedrooms,bathrooms,house_price,city_name,country_name
2806,6394,1913,5,7,1147201.4677943662,Araceliworth,Suriname
8035,6537,1987,7,8,2633755.4871221073,Luellabury,Costa Rica
3761,5391,2001,9,1,4820791.033247951,East Reidcester,Denmark
8120,8999,1945,1,6,2139842.8560816683,East Elishahaven,Bhutan
3813,7773,1904,4,8,166608.51504420862,New Nikolastown,Panama
6517,6134,1972,3,2,3585147.6039504632,Cruickshankstead,Aland Islands
1142,2506,1977,9,6,1579667.101567611,West Axelworth,Maldives
9237,6964,2012,7,4,116843.45344547182,East Karellestead,Hungary
1899,1873,1958,8,4,3887000.1013972796,Cranston,Timor-Leste
4656,5634,1972,1,2,1826027.3703141138,Port Rockyport,United States Minor Outlying Islands
1403,9809,1933,10,7,4921453.122305684,North Emilie,Christmas Island
6958,5564,1974,2,8,4964394.601318054,Seattle,Zimbabwe
2526,8162,1927,7,2,4201415.2263174765,New Makennaton,Eswatini
4890,7720,1991,10,8,2455478.1174636446,Fort Lafayettemouth,Malaysia
8222,9346,1923,1,2,1830820.343713276,Fort Bernita,Wallis and Futuna
345,3101,1998,7,6,4766946.302715223,Elgin,Democratic People's Republic of Korea
346,4906,1966,1,8,3179522.0587868243,Prosaccoville,Indonesia
2455,4725,1901,3,5,244340.02644848078,Lueilwitzworth,Finland
2534,9001,1994,2,7,4596859.500533901,Hayesbury,Jersey
498,7417,2009,1,1,981298.975693062,Grimesport,Slovakia
9181,4003,1932,1,3,1475265.5488904566,Baumbachborough,Equatorial Guinea
7010,5439,1961,10,6,2186799.015046563,Keller,Syrian Arab Republic
4267,7414,1935,8,9,2972420.1667122543,Bernierfield,San Marino
431,2199,1970,3,3,2308765.3333321214,New Ludie,French Guiana
9284,3451,1936,3,2,1539520.6431858242,Napa,Cote d'Ivoire
5821,4867,1945,2,4,334825.536434073,North Laurynville,Belize
9966,4673,1992,3,3,3794371.2124135345,Mayerfort,Antigua and Barbuda
6570,5062,2018,6,9,4749031.726759858,Romanhaven,Eswatini
5058,8574,1977,7,6,4287489.770969842,Perth Amboy,Lao People's Democratic Republic
5426,4692,1924,8,6,510305.45711982995,Belleville,Austria
1928,6730,1983,5,9,2338998.5258341767,Alecview,Turkmenistan
467,4440,1949,8,5,1834126.4191432856,Jazmynburgh,Republic of Korea
766,3564,2020,2,2,1151444.7426772676,Lake Javier,Burundi
9766,4540,1986,3,1,2928632.8616784886,Funkchester,Peru
6610,2902,1922,4,6,141464.80608033016,South Gate,Gibraltar
1958,9942,1932,8,1,2761271.166463848,New Shakira,Vanuatu
1092,3069,1967,2,10,2671427.339257207,North Jaleelfield,Holy See (Vatican City State)
7234,2558,1923,10,1,3320367.2883682884,Lake Hillardfield,Estonia
8523,3319,1966,9,8,3256650.784681551,South Shannon,China
4426,7723,1941,9,3,3583908.4176230244,Guidoton,Paraguay
8235,2648,1936,4,4,3070464.901730884,Lake Eloiseton,Morocco
3677,602,1966,2,2,673097.6048507728,Aniyaborough,Malawi
5663,5961,1970,9,3,2385196.682473179,East Brandonbury,Norway
2514,8522,1922,2,3,2040889.7678251378,Pittsfield,Egypt
6998,4499,1997,2,4,554609.1507771052,Lake Alfredochester,Belarus
408,3282,1981,6,1,1477378.8519436494,West Lafayette,Paraguay
4434,5955,2005,8,9,1093804.8188225366,Johnsonstead,Anguilla
5519,4496,1906,6,7,882660.1554756053,West Alexieton,Saint Vincent and the Grenadines
5724,1262,1969,7,10,717548.8442066126,Laredo,Montserrat
6404,6466,1987,4,7,3047134.235408157,West Garry,Cape Verde
6395,9383,2017,6,5,4791728.333919309,Casandraville,Vietnam
7429,8367,1955,7,2,374680.68019952625,Simonisstad,Grenada
7199,996,1914,2,2,1402598.262578249,Spokane,Holy See (Vatican City State)
6689,8919,1965,5,4,432082.4110065587,Fort Candicemouth,Kuwait
8236,8055,1914,6,10,3055633.793573361,Satterfieldville,Ukraine
99,5801,1903,3,9,191780.43288411573,Amirland,Mayotte
1931,7516,1994,5,3,4088490.0913690217,Fort Monserratton,Equatorial Guinea
8240,1438,1955,7,2,218775.41214926168,Croninville,Congo
9280,8516,1978,3,8,2211564.4270321354,Marvinville,Paraguay
726,2182,1987,2,7,835881.6250693053,Heaneytown,Andorra
5408,1175,1953,6,4,2883207.6473743655,Catalina Foothills,Uruguay
9887,3662,1943,10,5,2722935.345431324,South Whittier,Guatemala
1650,6476,1905,2,2,868863.1407334469,South Fred,Jamaica
1294,6609,1952,10,9,2897214.7949622013,Joseland,Saint Helena
2730,9101,1991,6,4,2746310.9885226004,Spokane Valley,Micronesia
6661,7104,1909,4,6,2820044.7722687386,Hilpertton,Yemen
9260,5059,1994,2,8,2293851.700727828,Wiegandchester,Eritrea
4766,4496,1921,8,9,4967872.586543672,Fort Abdul,Svalbard & Jan Mayen Islands
7611,2750,1923,9,10,3301904.312777333,North Josefina,Cook Islands
9148,7118,2013,3,10,4678282.124234829,Fort Antonette,Brunei Darussalam
3669,633,1928,7,3,295940.19321957603,Fond du Lac,Trinidad and Tobago
2204,7934,1914,8,9,4312941.867858171,Lake Lane,Jamaica
7356,7163,1951,5,2,629486.0394089483,Port Armandoborough,Kazakhstan
1690,7228,1924,7,4,4993298.0292942375,Port Bradenworth,France
6298,9193,1928,9,9,3072118.2488952763,Shieldscester,Maldives
5470,3331,1903,5,1,4083297.6320642047,Cedar Rapids,Afghanistan
1496,7342,2003,3,3,638600.8394300006,North Clare,Switzerland
4768,8413,1963,7,3,265865.39616109803,Malvinastead,Bulgaria
2924,6554,1987,2,5,4034714.6106534638,Mansfield,Czechia
8421,5352,2017,7,1,3628012.747503817,Schulistside,Djibouti
906,6090,2012,5,6,4303078.649798408,Brooksview,Congo
7148,8217,2009,3,10,2016649.0759700537,Modesto,Peru
6890,4759,1984,3,3,4531980.699184351,Port Colby,Pitcairn Islands
1462,2757,2010,3,6,1340426.020824816,Lake Alvah,Tokelau
2526,6339,1915,2,1,4217339.823732618,Lake Alaynafurt,Montserrat
5643,4786,1956,9,4,4303796.162083745,New Isabellastead,Norway
6731,2227,2022,2,7,3926701.543899253,Flatleyborough,Afghanistan
6139,6054,1972,9,8,1330368.4627870098,Noblechester,Senegal
6297,4311,1916,3,9,1240190.4290891252,Prohaskamouth,French Southern Territories
6721,4852,1931,7,2,1964984.5218285918,Pawtucket,Botswana
8449,5175,1917,9,4,963675.4538863897,South Gate,Moldova
6638,3974,2018,3,2,1879099.9779477715,Savannah,Saint Vincent and the Grenadines
9259,9746,1948,7,5,4304789.423162583,Lake Gus,Greece
6814,4703,1993,3,7,3976459.2490158975,Lake Connor,Croatia
9847,6455,2002,8,9,1645036.9547237642,Darbystad,Puerto Rico
388,2346,1922,3,2,3240172.3189628683,Romagueraborough,Democratic Republic of the Congo
242,2234,1908,1,9,771405.6484517641,West Sigmund,Macao
4301,7712,1922,7,3,2805839.4007384777,Mafaldaville,Cambodia
4779,5931,2020,10,10,4013622.163515538,South Lorenzoport,French Polynesia
5602,2927,1975,10,7,4086182.7802611515,West Anastasiaberg,Croatia
2244,8910,1902,5,7,930135.4552619159,Leliaborough,Cote d'Ivoire
6227,1897,1958,10,9,4010132.5632771477,Susieborough,Guam
2935,8073,1986,9,5,2090115.615306422,Collierfurt,Togo
1372,4802,1979,10,4,1647349.3057652377,Bauchmouth,Gabon
8576,9785,2002,4,3,1690287.2050763108,Swiftcester,Australia
1426,9875,2018,7,4,2931715.244962834,West Dawson,Belarus
8115,1940,1975,7,8,3983021.4200541377,Fort Santos,Bermuda
3303,6274,1936,6,9,3715473.8224926405,Beahanstead,Bouvet Island
8880,8587,2003,9,7,2309215.0802724063,Roobview,Vanuatu
7657,3266,1995,7,3,2764666.6318527423,Lake Marcosboro,Austria
3515,9637,1925,1,8,2369287.3235675506,Fort Roslynchester,Fiji
5825,8513,1989,4,6,4588828.693074174,West Braxton,Ethiopia
7280,5966,1961,7,3,4613124.0888964385,Alexandriastead,Bhutan
2385,9235,1915,6,4,1716821.730567608,Aurora,Greenland
4601,6836,1962,5,6,3803517.189028207,Wilson,Saint Pierre and Miquelon
7775,6811,1998,9,1,3972081.0876227915,Gudrunside,Chile
530,4100,2023,7,7,537498.5197209753,Port Mauricio,Reunion
599,4583,1939,6,5,1370253.9856079966,Madalinechester,Czechia
1414,4933,1973,1,4,2546036.332496442,Elkhart,Palestine
7591,7510,1912,7,6,4015679.8924552277,Emardberg,Norway
3867,2797,1955,8,8,4061946.2950737216,West Elizabethcester,Dominican Republic
978,2515,1976,2,10,4762337.101914454,Enastad,Sint Maarten
217,6779,1996,4,10,695273.8878084347,Derrickfort,Kuwait
6801,2208,1937,5,8,206650.8958581835,Sandyville,Western Sahara
3681,4938,1971,10,10,1613788.7152144685,Quitzonmouth,Denmark
7570,8300,1935,5,6,3671943.6289859004,Parisianfort,United Arab Emirates
2905,9602,1975,7,7,2199636.340222787,Meghanton,Croatia
7831,9333,1953,7,2,4047157.520975452,East Derickcester,Northern Mariana Islands
5134,1378,1980,6,6,4475133.2435174845,Lake Ayanashire,Taiwan
9602,8677,1985,7,4,2607832.790899556,Fort Carolannebury,Sierra Leone
9139,2683,1943,3,8,2700343.7053295784,Lake Berylbury,Grenada
4768,7586,1928,4,4,4635269.151465036,Mantemouth,Netherlands
6063,9280,1920,9,7,4495475.600322243,Brooklyn Park,Kuwait
9256,6766,1938,7,5,2216485.165571794,Hattiesburg,Togo
4380,1338,1936,7,4,155649.51999112964,South San Francisco,Pitcairn Islands
7116,6528,1944,5,10,4240519.088052679,Port Zita,Estonia
7513,6609,1967,6,2,612639.7253829055,New Howardborough,Mali
7929,7058,1941,2,1,3912844.746070914,Marcelleberg,Bermuda
9636,8665,1954,1,7,4076465.2258483693,La Crosse,Togo
4797,9805,1950,3,7,3494972.187606618,El Paso,Haiti
6963,8772,1901,3,6,519923.98311849684,East Cullen,Azerbaijan
3883,723,1983,10,2,4150332.97179034,Briafield,Turkmenistan
8630,7870,1987,2,8,272637.70004501566,Stanleyworth,Anguilla
3495,2047,1968,10,6,908478.9873450063,South Carolanneside,Albania
90,4873,1953,5,5,4767982.748406939,McLean,Lao People's Democratic Republic
9560,2887,1972,3,7,2000030.9707829729,McCulloughfield,Australia
951,6702,1977,8,8,3895430.980238598,Nonaberg,Suriname
3744,8441,1959,1,7,2295536.7050832137,North Friedrich,Christmas Island
998,4525,1940,5,1,2765547.4435188808,Lakeland,Heard Island and McDonald Islands
2019,5166,1952,4,2,1932849.6838919818,Thaliaview,Djibouti
9214,7396,1920,4,9,4832581.784459762,Hillsboro,South Africa
6872,8264,1915,8,7,4535799.392219633,New Greg,North Macedonia
1477,3118,1956,4,1,957813.5570161976,Springfield,Montenegro
454,8713,1945,8,1,397713.30123767257,Fort Danielle,Heard Island and McDonald Islands
3106,8691,1987,1,9,3745404.5002697967,Riverton,Namibia
9379,3131,1944,6,1,4391657.330351882,Bolingbrook,Syrian Arab Republic
3418,3796,1983,4,8,738621.9291482121,New York,Gabon
7885,6437,2020,9,1,3662529.446766712,East Susannafurt,Burundi
1502,4776,1909,2,5,563762.4804163352,Port Estevan,Gibraltar
2105,5519,1971,7,6,3705450.6726912223,Napa,Aland Islands
9803,5401,1924,4,9,1162955.8726563118,Elsechester,Germany
9903,9872,1984,9,1,951924.886147026,St. Joseph,El Salvador
3953,9490,1915,6,7,631747.4805517122,Considinefurt,Oman
4162,3926,1967,4,7,3822139.951144345,Bentoncester,Monaco
9020,1315,2008,2,2,4406509.164127056,Creminburgh,Chile
5578,2125,1924,1,9,722904.5936721377,Paulineworth,Honduras
5951,9163,1920,3,4,1016937.8018239513,West Devonport,Bonaire, Sint Eustatius and Saba
1778,3443,1954,3,3,1488715.017971117,Port Fred,Ukraine
8699,2961,2008,4,5,1075708.953931462,Fort Jaclynton,Libyan Arab Jamahiriya
8127,5749,1967,2,5,4113804.5898871496,Gutkowskiville,Haiti
2477,6705,1995,8,6,741409.0769714676,Eunashire,Latvia
1283,3978,1918,7,4,1007236.346846912,South Jake,Cyprus
976,8735,1904,6,9,2227591.186540667,East Lula,Uganda
1569,2146,1935,1,9,3190944.3404874764,Beahanstead,Tunisia
588,8278,1980,3,9,3260207.837971393,Bel Air South,Mexico
4058,3410,2021,6,10,3779210.712958593,West Jedidiah,Singapore
262,4046,1924,8,3,2021496.2485362776,Kingboro,Guernsey
4255,3220,1928,10,6,816824.240423739,Rosaleeborough,Turkmenistan
9631,6130,2016,3,8,1664442.7263643593,Sunrise,Eritrea
276,1543,1904,6,7,2988574.346760288,Fort Dino,Sweden
4715,8192,2001,9,8,1479910.7276485302,Nicholeborough,Tokelau
1852,9929,1914,5,1,414531.6910580732,Fort Melba,Lebanon
9208,1434,1964,9,4,4329942.606925033,Eliseocester,Guyana
3580,2724,1915,9,5,2414596.280560363,Fort Dejuan,Montserrat
3317,3914,1942,1,4,699940.8363597468,South Jillianbury,Pitcairn Islands
7287,5235,1961,6,10,1364062.0370511897,Aspen Hill,Australia
928,8070,1911,6,1,2391235.894418787,Fort Melyssaberg,Martinique
8504,4909,1953,7,2,1105157.8610786237,Cathedral City,Myanmar
2087,1192,1955,4,6,4624208.615522366,Stephanieburgh,Italy
2144,2618,1945,8,7,2430284.495523665,Miami,Moldova
208,2502,1942,7,10,1429162.6980528235,Fort Velva,Republic of Korea
1196,8991,1943,7,1,4984526.914020535,Tillmanshire,Algeria
6117,3151,2023,3,3,3072069.9586556293,Abelardochester,Saint Helena
7645,2372,2020,1,1,2851238.216762431,Delilahcester,Saint Kitts and Nevis
6080,3299,2022,4,4,2282347.9180107825,New Joany,Belize
5222,7463,1971,8,6,1015184.6137247048,Lake Chadd,Democratic People's Republic of Korea
6237,8758,1931,8,1,1923966.6678011417,Rahulmouth,Sri Lanka
3031,9406,1952,7,5,2334900.251904037,East Jessy,Norway
432,3221,1907,6,3,2304497.202229686,Wyoming,Bhutan
7137,1769,2013,6,4,4205781.421181746,New Edwin,Chile
9155,1603,1993,1,9,2326689.0567727387,Stiedemannmouth,Peru
8457,3990,1936,5,10,4899531.60090372,Fletcherberg,Saudi Arabia
7892,1836,1992,9,9,4619902.491872199,Chesapeake,Guinea
7691,4879,1986,1,2,2351462.7610798925,Lake Ron,Croatia
4562,6039,2012,7,3,409758.66878870875,West Margarete,Sweden
2551,1369,1900,1,2,3723818.307905458,Margaritafurt,Tokelau
8039,3250,1913,6,10,2319100.6247885525,Rashawnfort,Mexico
1308,6911,1921,4,9,3891572.7249346673,Justusberg,Isle of Man
2318,2258,1951,1,2,1814265.4791474342,New Auroreshire,Bhutan
6119,7439,1951,8,6,504283.2251288928,Harrisonburg,Fiji
6937,2520,1964,2,2,1116336.0073813237,Waterbury,Palau
3785,1516,1902,7,8,2057259.2301410623,Boyerfurt,Ghana
3946,9147,1900,8,2,3574124.294135254,Dinoburgh,Malaysia
307,1938,1944,1,6,519642.8751456551,Hintzfurt,Kyrgyz Republic
7088,1432,2018,9,9,2050061.0443763435,West Curtis,Central African Republic
2397,8852,2010,6,5,3019141.26285119,South Aleen,Guyana
6658,4164,1955,10,3,910319.2661423236,West Ali,Barbados
6887,5245,1991,5,5,4244235.370052047,Fadelstead,Mali
7704,7178,1969,6,1,3089808.2014755346,Port Karliestead,Estonia
7419,8653,1954,4,7,3143698.442389723,Fort Drewburgh,Botswana
7022,6826,1981,6,6,3058986.23339599,Port Garryfort,Qatar
593,9083,1944,9,10,3851422.1797464415,Julietbury,Timor-Leste
1805,2512,1996,3,1,2160111.6930134594,Lemkeburgh,South Georgia and the South Sandwich Islands
7930,2942,1936,6,3,4877051.950362511,North Thelma,Nicaragua
3238,4418,1908,6,9,860930.5526246317,North Miami,Croatia
3293,7575,1988,3,5,4983897.643792443,Dearborn Heights,Brunei Darussalam
3488,9708,1947,1,8,3757523.039635271,Mansfield,Gabon
1132,2886,1961,6,1,4767877.804150339,South Keatonfurt,Malta
9973,6944,1949,2,9,4613908.596686088,Lanestead,Moldova
7030,8765,1921,4,6,2405360.5451830663,Daytona Beach,Indonesia
7730,7060,1937,10,9,636437.8631231375,Hoppemouth,Mongolia
8863,3224,1982,7,3,2251629.616052378,West Marcelo,Thailand
5992,7074,2004,9,8,1924111.2492396496,New Adrielfurt,Senegal
2278,1783,1995,9,9,4182612.9651162773,Vandervortberg,Saudi Arabia
547,4440,1976,2,9,1419488.2706273347,Lake Dashawnchester,Burundi
6386,6632,1997,3,8,3119885.152578354,New Hirammouth,Cuba
9309,1392,1978,5,10,3859193.6663142405,Lake Alexanestead,Equatorial Guinea
3776,4155,1919,5,3,1960444.122517947,Port Martinview,Aruba
6638,2538,1985,3,9,912858.3565703593,Mullerstead,French Southern Territories
1839,5306,1988,6,9,1356140.7746747136,Port Blairton,Nauru
5623,2524,1969,9,7,3736240.4142390005,Placentia,Moldova
5522,4427,1925,7,5,1075090.2268802747,Fort Pierce,Paraguay
310,5541,1969,9,5,4812021.708977409,Wymanmouth,Liechtenstein
8242,2653,1937,7,5,4491732.760996092,Geoffreystead,Marshall Islands
3695,7442,1901,6,3,3045877.6496117935,Scottieview,Cuba
9316,5931,1907,4,8,2801466.7702489533,Fort Crystalboro,Macao
6058,7842,1971,10,5,854087.5617414713,Murfreesboro,United States Minor Outlying Islands
2534,1283,1942,1,2,4877356.884209439,New Sherwood,Colombia
2261,6374,1969,5,3,4007698.740961496,Port Donavon,Hong Kong
9301,3828,2005,6,3,2422322.414640803,Rodriguezstad,Montenegro
1495,6719,2019,5,6,3801788.3938387968,West Candice,Armenia
1882,4234,1951,2,8,4886121.804732829,East Modesto,Afghanistan
8661,2353,1945,10,10,1799890.57314815,Rosenbaumfurt,Qatar
7191,8065,1997,2,4,2257258.9556570165,Palo Alto,Macao
9752,8520,1973,1,8,3574737.944372464,Aureliaview,Guernsey
5450,501,1939,6,5,2762325.977429282,Scottiechester,Netherlands
8724,4526,1956,7,5,2316242.489160504,San Bernardino,Sierra Leone
2399,5412,1906,9,5,3261473.23010955,Langboro,Jamaica
6523,3772,1976,3,7,1172886.759287212,Dariusburgh,Dominican Republic
7362,8611,1948,6,8,308826.71335712075,South Tad,Guatemala
6749,4941,1956,4,8,1320181.8534056656,Cummingsberg,Netherlands
8971,811,2008,2,4,155722.58577449247,North Dorthy,Faroe Islands
10,9393,2023,6,10,4124022.1165469848,Lake Woodrowton,Argentina
9462,2011,2008,4,10,4952242.980257142,Fort Ariellemouth,Cambodia
3459,8769,1927,8,9,4915985.609171912,Scottsdale,Eswatini
6154,2907,2015,8,8,4551787.176087964,Glendora,Tokelau
5504,4062,1925,5,2,1557260.877545923,Terenceland,Japan
8145,707,1952,5,5,3221982.3664752766,Wizaside,Denmark
3994,7554,1948,9,10,1850267.074466683,Averyborough,Indonesia
1477,3337,1966,9,4,2206618.1188682094,Maple Grove,Bouvet Island
3799,4574,2007,4,2,2553666.494623758,Mission Viejo,Norway
4754,1170,1939,7,10,3738658.608496189,East Bettieport,United Arab Emirates
4255,4975,1969,4,1,2714822.5655779243,North Adolphus,Zambia
6355,7057,1920,2,9,285710.2390262298,Lake Katelin,Sri Lanka
9921,1724,1905,4,6,1608392.5898070447,Binghamton,Jordan
4050,3546,2005,8,2,1771829.0411285125,Yuba City,Algeria
115,9883,1979,10,3,1776785.6723396108,Josiahshire,Antigua and Barbuda
7533,9808,1923,3,5,2418713.4867999703,Terryport,Cote d'Ivoire
7577,6551,1987,8,7,1809216.1825392395,New Marilieworth,Maldives
3866,6375,1957,8,10,702589.829149656,Port Ramona,Costa Rica
4294,7045,2019,9,1,2181162.3466201127,Wolffville,Belgium
2523,8824,2005,6,9,2747529.1069364175,Lake Lorenzashire,Cyprus
7342,3245,2007,10,7,554980.054392945,Lubowitzchester,Cameroon
9995,2419,2009,2,10,2899395.8783801645,Rauhaven,Maldives
8453,7379,2018,6,7,4409648.551791906,Lake Jackie,Azerbaijan
2144,4019,1937,9,3,1618761.6901937872,Lake Coltonshire,Bangladesh
4810,8756,1913,7,3,3233056.7694385536,Lindworth,Bhutan
8010,7614,1908,10,6,3521587.694331538,Rocklin,Peru
1143,2666,1953,1,10,1297942.1765427105,Mariettafield,Timor-Leste
8216,6311,2011,2,3,3678652.2139562294,Port Alaynafield,Senegal
8760,8189,1938,8,9,1161771.978077013,The Woodlands,Cote d'Ivoire
7048,2056,1995,10,9,4251361.015578732,New Imaniview,New Zealand
2768,8312,1998,2,9,403242.5486599095,Ullrichland,North Macedonia
30,8564,2008,4,4,1380777.8602465987,Herzogstead,Iran
671,618,2012,5,3,886702.5060812011,Janetfurt,Palau
1453,996,1935,7,7,1706373.0711466633,Weimannburgh,Falkland Islands (Malvinas)
6117,4048,1914,2,8,2141636.8926526047,South Filomenamouth,Nicaragua
5632,5207,1964,1,7,4430374.0311414,Lake Merleville,Greece
5263,9919,1995,7,9,4822038.544167299,Rio Rancho,Lesotho
3962,9114,1963,1,1,3885548.474895768,Hettingerborough,Afghanistan
6046,6001,1960,2,4,1935657.1597163565,Astridberg,Namibia
9785,3590,2010,7,6,4378432.153875474,Rancho Santa Margarita,Uruguay
7406,6370,1942,1,8,4360097.696015146,Springfield,Northern Mariana Islands
8347,751,1943,9,6,2405263.3792278357,Miami,Montserrat
3154,4366,1957,6,10,1153701.2280197814,West Arthur,Somalia
6414,3336,1996,3,3,4412500.199931674,Gaithersburg,Myanmar
7847,8231,1931,1,6,4103236.201789696,Hammesbury,Cape Verde
9383,6739,1990,4,9,2075189.6116416901,Chattanooga,Mali
4286,4055,1929,2,9,1751242.706819903,New Agustin,Holy See (Vatican City State)
7627,1897,1967,10,10,800521.0348521359,North London,Yemen
9094,7421,2003,6,1,840198.6445649527,Port Carmelstad,Benin
6887,3693,2007,1,2,1379554.3342479505,Collinston,Mayotte
6422,844,2020,10,4,2665305.2928391844,New Velva,Australia
1570,4918,1906,9,10,4442560.748488177,Eagan,Bouvet Island
2051,3642,1980,6,10,4721637.404500507,West Declan,Poland
7753,1207,1932,6,9,2745096.2435104884,South August,Guernsey
9991,9923,1913,5,6,2287806.9048631005,Kalamazoo,Mauritius
7170,3400,1925,5,8,2056906.0198846273,South Alexandrine,American Samoa
244,7827,1935,5,8,3993307.355197612,Bartlett,Saint Lucia
4323,3854,1929,7,10,399516.43112581223,Reinafort,Sao Tome and Principe
3078,4153,2008,8,2,3649488.5592139326,North Liamhaven,Mali
9383,2737,1981,1,9,1430175.875686109,Bayamon,Brazil
8435,2777,2016,7,9,756421.1421413347,West Jedediah,Angola
8306,4618,1977,10,6,3358502.4548112415,Theofield,Tonga
6615,5209,1923,4,2,1388503.7765023299,Fort Alfonso,Zimbabwe
683,3245,1985,1,4,3287821.5984557755,Lake Benton,Heard Island and McDonald Islands
9346,8027,1975,10,9,4451442.427665461,New Tryciachester,Italy
8512,8189,1979,4,5,2426329.976681154,Baumbachmouth,Hong Kong
334,991,1990,4,3,4682504.809496459,Port Flaviehaven,Maldives
8697,6528,2009,4,3,944219.015527051,Isabellchester,Sweden
346,2461,1931,10,2,275418.1091324426,Creminbury,Maldives
16,7004,1943,7,7,3377574.278123211,Port Ezequiel,Curacao
1707,3610,1972,10,10,2394220.4697988927,Barryhaven,Cocos (Keeling) Islands
5802,6111,1913,6,1,1804122.7827663533,Lake Isabellaview,Sint Maarten
8698,9946,1956,7,8,3297615.4468371533,Edwardohaven,Macao
3099,878,1950,3,8,82907.35960472375,Pacochabury,Czechia
7009,8323,2013,7,8,471287.454047706,Florianchester,Uruguay
4757,6868,1985,6,2,2997646.632930264,Tedfurt,Japan
1169,3165,2015,3,1,3575250.3683557734,Anastasiaport,Ghana
8101,1273,1923,5,5,1962525.2255471423,Kilbackhaven,Australia
4290,1043,1936,3,6,1369701.257138513,East Camron,Indonesia
3471,2921,1903,4,3,1950097.4292634055,Glendabury,Cote d'Ivoire
8866,5555,2022,7,10,679532.5858518481,New Hortensemouth,Falkland Islands (Malvinas)
3309,7215,1930,6,7,1810068.0212141015,Maiyaboro,Saint Barthelemy
8931,1957,1978,3,10,3740269.3599811755,Seanburgh,Chad
8194,8521,1909,1,4,2235902.7573722415,South Fredyland,Ghana
4578,2881,1992,9,3,3581050.461786799,West Nickolastown,Northern Mariana Islands
2115,2934,1978,8,7,4307390.557904728,Lake Rocky,Sweden
5904,2476,2020,3,7,2798133.0760288984,West Maverick,Dominican Republic
4756,985,1972,3,4,4659437.951946165,Fort Karsonbury,Saint Pierre and Miquelon
3650,6047,2001,2,9,4744140.610075556,New Milanport,Cocos (Keeling) Islands
7705,3277,1958,7,3,4490007.289650384,Goldnerville,Jordan
9389,9018,1989,9,8,3336452.9204787686,South Caliland,New Caledonia
8628,2338,1970,4,7,1341343.7520503066,Lake Casper,India
4557,9680,2002,10,9,1836816.726019606,Olympia,Botswana
422,2885,1931,5,3,1228547.7894591168,Fort Kevonberg,Svalbard & Jan Mayen Islands
9379,7350,1906,8,5,481778.73104577884,Williamsonfurt,Lithuania
2762,7802,1909,5,8,4753835.570649244,Riceville,Moldova
9448,6527,1998,7,10,4086800.0470800325,West Newton,El Salvador
1118,4429,1904,5,8,335144.5897016674,Ferntown,Niger
4314,4328,1961,2,8,1012262.2117400169,Kozeymouth,Singapore
9170,3103,1927,8,6,4969568.208989222,Fort Tate,Iraq
6212,8774,1939,8,9,2663175.8062168956,Milpitas,Liechtenstein
2772,3299,1958,4,5,3698593.6695709825,Isaiasport,Sri Lanka
6433,9826,2012,3,8,4774700.37137391,Gutkowskitown,Poland
4819,4918,1937,7,7,740607.6076673344,East Leonworth,Martinique
6665,8080,1993,5,3,2576025.8944006637,Clovis,Senegal
6961,6141,1968,10,3,4717232.523276471,Lorenzboro,Christmas Island
879,2074,1951,8,10,1037250.2025449648,Sioux Falls,Sierra Leone
3371,4962,1988,2,4,368032.058107201,Dearborn Heights,Ukraine
2120,6424,1900,5,1,1879027.5103179738,Brownfort,Macao
8465,7808,1992,1,6,4723304.041277152,Lake Declan,French Polynesia
6550,706,1930,7,9,4672050.183522515,Griffinfurt,Israel
6277,7220,1951,5,9,3739941.697451286,Fort Jimmiestad,Pakistan
9492,5157,1974,7,9,4104283.913283143,Lewiscester,Cape Verde
385,7436,1967,6,9,633797.3366840743,Eliasport,Jordan
3390,7607,2018,4,2,4076793.4703966603,Dibbertworth,Nicaragua
7700,4151,1994,3,9,4795429.810753558,New Dashawn,Suriname
4035,1822,2010,2,6,541347.0674189739,West Marty,Montserrat
2334,8078,2007,8,7,1520454.4729436748,South Tyracester,Northern Mariana Islands
7984,7302,1936,10,7,3761662.546976004,Lauderhill,Israel
9740,1165,1933,6,2,4401982.047513593,West Lea,Bahamas
9050,3967,1952,5,3,4713789.542135783,Wolffhaven,Anguilla
2752,2334,2014,9,1,787926.9749275409,Asheville,Pakistan
6919,7287,1923,6,9,4540067.786094733,Fort Orlandotown,South Sudan
1134,3478,1947,10,1,3829613.6471326463,Sunrise Manor,Burundi
4024,1944,2007,4,7,4402057.798649184,Alvahside,Republic of Korea
5942,7315,1964,6,4,3996353.404398542,New Alanna,Kenya
9825,7743,1910,10,3,362097.668251954,East Margie,Guinea
2974,6965,2000,7,3,690956.1802633107,Port Selmerfort,Cyprus
6111,2960,2002,1,6,1069813.238910865,Spring,Mexico
1293,9978,2006,4,6,4871612.208150327,Chazport,Saint Kitts and Nevis
5582,7232,1981,4,5,4433191.812725272,Jaskolskibury,Angola
2316,6259,1986,7,4,3266913.4425465018,Yolandaland,China
2397,1855,1982,2,2,3788717.1664158814,South Kenna,Jersey
2159,9649,1924,4,3,647092.2781503759,Evanston,Kuwait
1203,2128,2018,10,7,935963.9465808868,Utica,Georgia
8577,2373,1996,10,10,2652637.966594193,Haverhill,Romania
6649,3226,1934,10,3,4905685.606470797,Boscoview,Anguilla
5075,6090,1941,3,2,4502507.319604047,Mayertbury,Tonga
