category,sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,species_label,extra_feature1,extra_feature2,extra_feature3
Setosa,6.471506430581212,3.1165447998791933,6.209097767691128,1.0386256208643316,1,8.73151256958954,5.798223877791315,7.244490782963112
Versicolor,5.610769371408969,2.4281464187428354,2.1948186652036386,1.8421336656436325,1,6.032994858454913,7.589503764407709,3.2713080572430044
Virginica,7.193421459756792,3.946398858353496,4.275166928605177,1.705108410306275,1,1.8196097249165177,9.37897941074334,6.188358106650412
Setosa,5.726038546860218,3.4239722289145,5.4636257863370705,1.5357499154284597,1,3.6678754575550556,1.8789949410129339,7.748284297762439
Versicolor,6.940023146849126,3.5213438441976908,6.588335846900009,0.30917846150696277,1,8.995241018244997,4.12468071677722,1.9139796930830926
Virginica,7.496886472031474,4.342382004112006,3.2489257014822215,2.2183903587982057,2,6.810168036492541,2.3099876705091447,3.898335520643741
Setosa,5.039343872480094,2.1826926013454795,4.153997868066654,2.1245753834024073,2,8.39609669544734,7.794959323713556,1.4425354001577944
Versicolor,5.981084630452097,4.303599961847067,5.4921734950738035,2.0238773265853522,2,7.556614532135427,7.672203983878717,9.710449286038056
Virginica,6.685730713699013,4.06144815273583,5.288826616946608,0.15083630811423063,2,4.844640293624252,8.429120178567246,5.275410188129172
Setosa,5.35507827186957,3.847435826435685,1.1730297479778529,0.2346463857218623,2,5.926503851544112,4.376023468095809,3.7365799543913454
Versicolor,7.284935116302222,4.373915555328131,4.781626327568665,1.5940747315064072,2,9.715351127786562,2.9078172561712563,1.111444284208119
Virginica,4.715639751683921,2.6530401227995757,6.350458637834527,2.4186092777177692,2,9.93757923785597,1.5488495237659663,9.729681671829894
Setosa,5.186589137651026,3.3076352015137673,6.16790718168486,0.4932819908484817,1,5.087805381510407,5.196815125178546,3.46386735024862
Versicolor,4.670481912232935,3.6261541845276954,1.1024781193351374,2.207644842751324,2,7.1813408203888685,6.168215073179454,8.900935066863894
Virginica,4.928787057474255,3.3432649603113536,4.042874836688862,2.112786008603871,1,1.6171213635243475,2.756717651616782,8.916389628313482
Setosa,5.783361509256065,4.322030845470727,4.367708792584017,1.6389055322855712,2,4.048816042020917,4.546764470171183,4.207718280609697
Versicolor,5.36583810672164,3.9746426455676556,4.160203583398834,1.4764678368344903,2,4.191541236825287,1.5420605635736138,1.8615298543591052
Virginica,4.36742101078853,2.087935600057244,2.4595355234341696,1.8551146693527698,1,8.856341160601005,3.5590858897194266,6.732893146341667
Setosa,7.355506387446075,2.281566249206662,3.619303345982917,2.0873765597119927,1,5.857469220878556,8.36233194405213,3.020924688084051
Versicolor,7.458310966286808,2.7371887968853117,5.239042360684834,2.449536513350904,1,2.0670772227458656,8.603256157366559,3.514821683522314
Virginica,5.476761185750365,3.1019520450383427,2.827888269769028,0.13840264827013016,1,4.162259439472109,3.9061646037735045,5.170721512520686
Setosa,6.371465690433979,3.425897824764252,4.0144430957734585,0.9523549484089017,2,9.815609100041911,7.514532491564751,4.221077971858904
Versicolor,5.016023460682481,2.166452473960817,4.610666958242655,1.0540041780099272,2,6.285422953078523,2.753389436751604,1.0157658862881362
Virginica,6.017346370499581,3.1576147329062225,2.288092932873406,0.5320978222414852,2,1.5253424867987633,7.413055312819779,8.115494817728177
Setosa,7.154732254333794,2.0919369965791703,6.8648635318269955,0.6061568340286612,1,3.56659595342353,1.0537558377254754,4.97752796090208
Versicolor,7.049441132787615,3.9024023167788986,1.373360153613612,0.5703221589326858,2,1.9614727173466235,1.9770173046272248,6.985472877975553
Virginica,7.721424946002663,3.0385350897908214,4.8333982395939525,0.28693359456956385,1,8.137494838796556,5.507516677025706,9.85155821731314
Setosa,4.661401467118412,2.6648386562243105,3.8836727334652097,1.622998919710517,1,5.664919778704643,6.6887301474343985,6.112568106269464
Versicolor,6.406604720652103,2.8878181263804437,3.148399524437264,1.82657489143312,2,6.852318869438022,8.341953186318278,8.633239815477282
Virginica,4.412297522556036,2.706508013792336,3.777337277401239,1.2418256966397168,2,7.262259338516742,1.2701343223452568,9.433240511687472
Setosa,6.91306217610836,3.4343137439340357,4.394938252703287,1.524948824569583,1,1.795315891271457,5.337692158529535,4.3813922656700015
Versicolor,4.725774638541043,2.9216785285621882,3.197830120055005,0.6318421615287662,2,2.4631608217023313,7.532434474444017,7.69295460684225
Virginica,7.5775999432429675,2.397807202115655,4.9527481026714675,2.497956722788513,1,9.854129026643932,1.6006671155337244,2.4865206577815115
Setosa,5.77809228617698,3.5571613162755966,1.9581809491151945,1.5559172712266445,1,2.7458731955848634,1.8552596291992813,6.4283616077154875
Versicolor,4.539197730273008,2.5252003721892837,6.195764232124202,0.13528952617198228,1,4.1540112611837685,3.063832515850663,3.8982704079244286
Virginica,7.213132825214416,3.7380356039851907,2.3747779232217,2.331843806989491,1,3.6811279128305614,3.8760013193823397,3.9198804986663163
Setosa,6.617979745939374,2.358204596117139,4.992841188283638,1.3376925949007272,2,9.310169425560161,9.633104744367301,8.845078082988039
Versicolor,6.638486476056277,3.3367033466696743,1.7646386159118266,0.15915221776813268,1,5.2784310365095735,1.1693016847129911,1.4981127469800413
Virginica,4.470901404879987,3.2691247591748835,2.5504892326891424,2.3961207192391156,1,8.924978658789769,4.46117393579334,7.815720568643883
Setosa,5.967869294434786,2.454471330717206,5.50141117000021,1.155219183675945,2,1.6192688909359276,5.275786133250222,5.62892695190385
Versicolor,5.794138029124587,3.1903125472366813,6.458488323050552,1.9516911007463933,2,2.334818023489788,7.8101791583467275,6.172376197762787
Virginica,7.758566480781884,2.9897258454933766,5.091429025423714,0.40102661717683075,1,8.279696307145059,2.7150152064859867,7.828315805178136
Setosa,5.327271303907037,2.0912673138082027,1.5257023261161522,0.22220496982336044,1,7.033302024938166,8.98594218515791,1.8400633728597313
Versicolor,5.907144963275641,2.761689249053598,5.83225497759413,1.2982479358091952,2,7.751013755565509,5.241101855644956,6.95583030465059
Virginica,4.977722767367959,3.9737084696069362,2.2575869229855017,1.9056789260357618,2,1.3804094463121146,7.648276083171368,9.462326268898323
Setosa,6.53987711938098,3.3450019052252173,3.5147242282051594,1.666913972981274,2,8.239395175827667,8.215497902594507,6.640519940294325
Versicolor,7.552357913926244,3.3502288259565836,2.1162762423744423,2.4188159285113215,1,8.463456001598388,4.390466340119019,7.881844742689282
Virginica,6.5584250699728734,3.8274804841727024,1.8444023191928864,1.6214253028854728,2,2.903788423165679,4.90665562520735,2.7510541861411184
Setosa,7.096147315111011,2.673558747395873,2.5230918335262684,1.6282841846346856,2,6.922885556938127,3.09167024330236,1.3335515188518912
Versicolor,5.046008066367358,2.7835923690348867,4.057760687125847,0.751227644085884,1,9.525048301788047,1.4069667919538915,8.15162058151327
Virginica,6.195896219275892,2.8264075316488744,1.069196266750805,0.9075886737555265,2,1.8002559607848525,9.082592741353437,9.662747971480712
Setosa,4.9304283330217,4.298824842460454,3.8291361290728676,2.0850771410390734,2,5.380260508740321,4.503460262203589,9.657278739847243
Versicolor,5.707440728135407,2.6362125150859357,6.061501227295958,2.2556914746761323,2,1.7653463315218687,5.401652125176042,7.218127727741376
Virginica,7.2967220637015995,2.8306385610252622,4.9934178871102635,1.6467882953584194,1,6.498768454417586,5.155252454569563,6.89214877015911
Setosa,4.412020276859402,3.3350304858759046,6.057334450725467,0.9023187432438134,2,9.27677656034939,5.471802206942812,9.125011068070307
Versicolor,7.796496952977032,4.185301314853132,1.5980446369387211,1.6965470103546978,1,6.828955808421597,4.902433059178293,7.397775000659749
Virginica,7.767506533209235,3.249083900824189,6.357610412663781,0.823631533421576,1,8.794734691968188,3.700307762948796,5.698095569387078
Setosa,5.875342999212444,2.744406460411847,2.2750461175106467,0.7727334562689065,2,7.173276918241754,4.194281027419493,7.354415449080989
Versicolor,5.753600423783064,2.986914906091988,4.44946004585363,1.5455021429806948,2,6.628336431225762,1.0501467599533498,4.799537882441655
Virginica,4.955976863391697,3.3014074932783846,6.4073775663506245,0.2619164288043976,1,7.612039699219167,4.462769020348787,4.830892078112811
Setosa,5.242496318649501,2.4667949244379996,6.896601435379125,1.8929726207628848,2,7.621634382056072,3.054405946750194,3.339087085099891
Versicolor,4.34534647418186,2.5119251212105156,1.3284368763677776,1.164690739288926,1,9.674220887944102,9.288819982670248,2.4482069469522685
Virginica,6.604625354986638,2.277469432540238,6.812889041518793,1.2473897822201252,1,1.5919088774826378,2.096371199004352,2.8046944227535278
Setosa,5.129554321616888,2.2823283648118378,6.791263655619696,1.8240714790299535,2,3.643304539145902,3.15169045352377,8.041700527537614
Versicolor,4.567035098560154,3.881203267164529,5.979076120210812,1.0252461202442646,2,3.9851067990530282,6.197132240980864,8.643592029577121
Virginica,5.375624176487326,2.438452872261405,5.75130933939945,1.2098380027338862,2,2.575282499892637,5.33434098563157,8.355533386580646
Setosa,5.3976004218682645,3.552732166089118,2.5878169912844897,0.8512288697063922,1,3.6814817904960364,7.788023520959541,4.858816541498527
Versicolor,5.62456539394334,3.8699570950120687,4.305873273522593,0.8324116406962275,1,1.4482305073179305,2.9256213300395757,6.118671378586441
Virginica,4.436113149765879,3.831753605231643,5.81198508546222,1.9416193880140782,2,1.295007930137217,7.285818684846163,7.206110410857946
Setosa,4.700577227771282,3.882588249817491,1.3354182024020702,1.9625750813633203,1,1.0955561080481857,8.646993827074766,3.3332360221538693
Versicolor,4.566813402250409,3.7053600151091817,4.0322207924444236,2.1497311243787407,1,9.15450818813406,3.8198906844481826,5.996567645808682
Virginica,6.476418433710933,2.57717135194689,1.6702407035743818,2.2653985377401114,1,2.511895471950993,2.063025517622009,7.850306761218235
Setosa,7.033596538752318,3.3002527296543125,4.686775493714959,1.3892297307029366,2,2.2141977408900857,9.798338119406253,3.8887014135252684
Versicolor,5.262333609629422,2.949668395519257,1.770812260825187,1.8682486433535814,2,8.987957529956475,7.384153553051874,1.988238719990477
Virginica,7.401725106779486,2.1894474709406495,1.5286090962355958,1.3436778912320733,1,7.9000684984494,1.213872599415481,9.4013139619492
Setosa,5.63451710101217,4.373713139630855,5.519842650718056,2.466302727535367,1,9.218966429587454,4.047594566131011,4.102693119784817
Versicolor,7.0492297177203,3.9342269552871585,2.159000570815988,1.7691377060487867,2,8.237076181918383,7.193808985175565,8.074370526941493
Virginica,5.689738928154111,3.335594104602933,6.381038328912109,0.9561569567769765,2,5.3558475892059505,7.917009758064523,1.782794151455164
Setosa,5.382656812015921,2.525955063663423,5.313856584276073,1.6975091075524689,2,8.319333996158093,5.348938989918679,6.885271552717313
Versicolor,5.014853869192303,3.9199774108827117,5.612683418253437,2.3294983889907597,2,6.5414515633601695,6.4546032929793,5.60519440821372
Virginica,6.4910240969620645,3.624206984601915,4.703868649178185,2.387577738240361,2,4.140329321380705,7.33481851965189,9.912326615070924
Setosa,5.919389130920171,2.9580271836370233,6.363110565044917,2.387982473522425,1,7.378244399325922,3.860933815361932,8.570927081396803
Versicolor,6.639339219871909,2.24796194601804,4.104522782401181,0.4826180268079042,1,9.459328221390024,4.718656144104898,4.641847002785653
Virginica,5.796259932219982,4.341023757494987,5.202092431625352,2.4686967885121702,2,9.491226909682155,6.539900726871565,1.8947912578005344
Setosa,4.582574012968689,2.2566859353333713,4.935863741487265,1.0174576904624701,1,9.573628289159387,5.080758912488818,7.61093718977645
Versicolor,4.897320143226534,4.048471317626536,3.173321744170971,0.3221377689391375,2,2.5025448848027736,7.160637852735817,8.354862459236756
Virginica,5.038531443942338,2.035452018864453,5.72259335918352,0.7821157289668917,1,8.245358761632815,4.00042570149526,4.62579297600314
Setosa,4.40620581516996,2.722031737677753,6.714968869672157,2.0150412779301403,1,7.988162849796936,4.648472297936678,4.090406272327527
Versicolor,6.916117130033673,3.2617451656609777,6.344060582411476,0.46283906549215315,1,6.031168703688309,7.596115797292441,2.7364206886850297
Virginica,5.379430955275893,2.8957613291218878,6.5341345779830595,0.9366748316213488,2,9.79599853954278,2.6084276316687465,3.4728349472861737
Setosa,4.87332765199244,3.4197628729045393,3.220887792343274,0.1919527355581522,1,3.7587840035557747,8.108276829821989,5.952262588310987
Versicolor,7.297582637052983,3.893869008496404,3.0455595736857504,0.22219317313283682,2,1.5816709569189698,6.915341280400753,7.302592857507989
Virginica,6.013406717590987,3.9403177663683895,2.3699944470310585,0.3440078580752015,1,9.997906192205846,3.6300349219236523,5.351604592287913
Setosa,6.889482882525773,2.5184010634198786,2.9528455891180787,1.9119786052033305,1,6.401796760270372,6.34144575195387,4.512698234291747
Versicolor,4.8795520382002,3.4997452560812237,2.9177114892052485,0.8149794558063149,2,2.185281358892098,3.26457198895514,7.636611621361226
Virginica,7.3196067648939795,3.385551574639976,3.461882789828815,2.0016122005879877,1,8.270314122317359,6.143089232966304,8.127532026963308
Setosa,6.671226550266146,2.575921403430402,5.851290181954392,2.0427216973155735,2,3.8758869818411767,2.7148932707495987,2.9078075813595206
Versicolor,6.2307791823521255,2.2482238564640284,2.350080737657845,0.2121178237721324,2,1.6425115102902055,2.346311205299571,3.0778311386238784
Virginica,4.388015767652541,2.713254008069635,5.000127558317035,1.225189995393157,1,4.005038023926318,2.7182275897357613,2.2558141897898167
Setosa,4.88480959283188,2.746046511642635,6.147320386394859,0.9211158590391277,1,8.374635517597198,9.653178377775475,3.896831823978573
Versicolor,6.239180950634181,3.8253380725160246,3.539170048502274,1.6139969104900957,2,9.309896043501794,1.0319162840023637,4.999019066337496
Virginica,6.494541548378766,3.5405162798240783,3.0102037406060846,1.7044536473229528,1,5.309421476442367,7.895273854956031,1.8238221174106002
Setosa,5.615090108383447,2.9835440969094638,1.2785650137113407,0.11839816961437465,2,1.0611127137672156,4.295954181347042,2.864771640393883
Versicolor,6.181969232019037,2.400985729880631,2.5382114507490767,0.7974255483597517,2,8.393559912452474,3.482826911378652,4.023527588695288
Virginica,7.262154133617878,3.487757015600801,5.721582819544711,1.1782830128446222,2,7.422296145232394,1.1068669855594635,1.3902480970136821
Setosa,5.49165672454983,3.6795966967940332,2.944653104059398,1.131599216349423,1,4.161875764140859,7.398137476062402,6.202809987124056
Versicolor,6.518102555163205,2.8411697741597894,4.486926049576141,1.9029473235830665,2,3.354014173382893,5.968887994764373,8.090381862595677
Virginica,4.31543974308297,2.926656240783632,3.324344336939976,0.6966034952551126,1,4.802566396072507,8.524736120831221,4.0384425420779735
Setosa,6.476730910222978,2.760331895388663,6.267475386499427,1.1601858742535114,2,4.524302859790623,9.981822791043669,5.327840932877734
Versicolor,7.679194507189095,2.207372761517763,3.678386992053129,1.503629438765347,1,2.104876923840493,5.914142518304288,6.120703776367009
Virginica,5.410873836930842,3.0923817785456778,5.698551475605928,0.15578886400908232,1,3.7154897616710514,2.5987709688488394,4.991859705653042
Setosa,5.825019227713346,3.9008005563169723,2.713961065863259,1.9733562216162681,2,8.238515868084505,9.171700997045264,5.435317134018987
Versicolor,7.488261802960187,3.5671556025743487,2.0923869700869546,1.0715113390237092,1,1.9154648091644049,7.9011193627957255,2.9164472720585763
Virginica,5.349237847235054,2.6740323014557363,4.710520792542956,0.884827147424221,2,8.529990260256454,1.2149608910549432,4.125953139970079
Setosa,6.415762331243604,2.7420832354575397,6.1376904099946845,1.320797227881849,1,8.227671497967094,6.354278615443036,4.1276633834932
Versicolor,6.444436505157501,3.169704237394035,6.619078736379743,0.6777898073196411,2,7.32715510064736,4.462094767484814,2.68087107129395
Virginica,7.013723968341947,3.966995413415134,4.9871281589847065,1.6893153853714467,1,5.810716637177393,2.657763683469966,3.8068286199122667
Setosa,7.444229703396559,2.670280154235661,3.1891186659457165,1.4565516084432601,1,1.559495179913938,8.099938862491399,3.0344068221747875
Versicolor,6.090386505238712,3.9599961783736948,6.245854502217845,1.6044690189883113,2,1.282648149644956,6.2176648213062435,8.679008671781048
Virginica,7.589875260554255,2.2551950830966234,5.135628885729239,2.3420792054384947,2,7.48226247029379,5.294306442840025,3.7826215766835958
Setosa,6.244012838695198,3.754407216049731,3.6313983941217884,2.3687814209610223,1,8.381986748427153,5.409673493355513,3.5457072721328586
Versicolor,6.687935031857341,4.332860418036581,4.591421840037219,0.5845505345612764,2,6.375520086847246,8.273999674478546,3.3377074510790408
Virginica,7.219280899222941,4.140520901046694,4.769416381721385,1.3246413659304381,1,2.136439145775512,4.131603561108932,6.3275557837914675
Setosa,7.551927154511214,2.4289284821599724,5.506536900997162,1.9898157743737102,1,7.64461925579235,9.187077108072117,6.83548187231645
Versicolor,4.440591492503882,4.0494743045419455,6.329157794243656,2.4577737778425215,1,8.680279083317146,4.573491279035807,9.982889794744551
Virginica,6.834693478606642,2.605676917731762,1.6957990388153121,0.6900678923353553,1,6.910530749009922,9.387470796238631,1.719436694867909
Setosa,4.976339404657483,3.9594890447333455,1.2318686321610586,0.17639925926923752,1,8.028542033396661,8.338887689635158,3.2960932904388756
Versicolor,5.311778836976737,3.237510464526713,6.536219256860204,1.9285945883020759,1,3.351805950514972,3.9606453210581094,1.7065955689176917
Virginica,7.187659316230565,2.217501197382808,2.121539472579025,2.3872402040287852,1,5.73164881602861,3.910650084959343,6.279545916710049
Setosa,5.0390054187737405,4.166659701243043,3.975679626152851,1.4036438973620535,1,9.64249965082854,9.708398240618408,8.080153105547652
Versicolor,6.073314715921879,3.2144009489566088,2.0720045086694885,0.6125742124393582,2,3.51251237699762,1.0817027206066996,5.815016666660085
Virginica,4.305064072646201,2.9073318261653185,3.539667495782487,1.474908595532179,1,1.5379310303833336,4.728380302200094,8.63505893573165
Setosa,7.066566755715758,3.919743430055678,1.3120950225973502,1.6263491904363037,2,1.3650112028699368,7.6040647437330335,2.299367348663509
Versicolor,7.112040796596557,2.860773144103587,3.175816508452408,1.5664925776422025,2,8.804669296601787,2.6667826615739614,7.187401112401858
Virginica,7.843637165334076,2.1393761176615955,1.8033531240886078,0.6277111690491437,1,7.013114695204422,9.056719038402662,3.7783854445442557
Setosa,5.53259164467454,2.8556547204032543,2.2795287958113475,2.468615674600005,2,4.237254917155951,5.863058523274958,5.52940021478571
Versicolor,6.272507009562105,2.738651934079826,6.2426524894544855,1.19311603885144,1,7.9516526772640646,7.722450266359374,2.174359407974407
Virginica,4.610744004510343,3.9162960432469847,6.53299820185639,1.7768632313236594,1,6.115202940767631,4.925719920312986,4.662944294977933
Setosa,4.31338643329218,2.3162486551329495,6.668546677427367,1.857922277227044,2,7.151596991578117,7.327307093888521,5.861241999315098
Versicolor,6.165035045892,2.0074416760355236,2.387600737437606,2.2423187052831053,1,6.592322502983734,9.444193995324895,3.1783874018583447
Virginica,6.158897640369832,3.9529130790382627,1.7502874908735975,0.842322051525116,2,6.648811438353732,6.333842066582292,7.728662446839735
Setosa,4.4264613329432905,2.5013724425807595,6.098556986264885,2.2591523697599767,1,9.2389977700077,9.475473292404786,5.560712473699823
Versicolor,6.441858491580934,3.885395509563387,5.576292019453831,1.6138448482379317,1,2.6724710317794234,4.907782270340249,9.401049005798995
Virginica,6.1916354640387,3.8163697758689525,6.183304054313339,2.259506785683334,1,9.4166425622534,7.643545399885625,9.78075246955268
Setosa,4.451025398727507,3.1320103231817487,3.6831313356291506,1.2940039686858655,2,9.483738550916314,5.912297653034329,9.085083551704884
Versicolor,7.242432657908648,4.184156597219408,3.167047258629464,0.7460748679935931,1,1.5276265449356288,3.160876009380445,1.6076230118051171
Virginica,5.847315663471818,2.3254149010404945,1.4684553935658187,1.2353637868538498,2,7.826966314576566,5.247292125830427,3.3305061704013497
Setosa,5.049883582629263,3.074529373086989,5.508223074767739,2.4675376903265716,2,6.615637433016673,8.46795783797279,2.565990309463814
Versicolor,4.417710598371923,2.8076897444203497,1.3581724173156544,0.4398426095023751,2,4.00755653437227,5.8890340307261795,3.040754053974524
Virginica,4.908417161088437,3.2890587812289596,1.6945524300681427,1.2983960032463073,2,5.008955338969827,9.312423227122054,5.1499110804870725
Setosa,4.527693398855626,2.0630000818520786,6.250862351828255,1.6931024253368379,2,5.024345173267648,6.960919303819537,4.398535809945315
Versicolor,4.893072892911732,3.7487120034173134,2.6100728041958066,0.5519166104495525,1,3.5000458403956145,2.3226018145214766,5.26454135752283
Virginica,6.6537123247049745,2.894754606112838,1.521933131525293,1.1334607906639576,1,1.6894501450005919,6.222777044633403,2.1173353656195104
Setosa,5.292446559853852,2.6787513352930548,6.609373022359796,0.6428927659988403,1,6.61257031862624,1.8460825306829065,4.697227188386023
Versicolor,6.002111625298857,2.0530324477702377,6.309999102423899,2.4553286023437977,1,4.315986186033115,7.604544708272442,1.9899267221335322
Virginica,5.2578502469696105,2.5401434805244207,3.5374787783017383,1.0380517778918148,2,1.2434237617999315,4.359818309312686,8.381361699430272
Setosa,5.4981356943026185,2.954275033064187,3.908220544178039,2.2829896312206985,2,4.908610289217904,6.860430058091879,7.461951140780002
Versicolor,7.205642088502646,3.650450878217817,5.773108696262352,1.1193203931674363,2,6.362438393989578,4.671475756447762,3.5679644541814923
Virginica,6.255012628994882,2.0436940185725687,5.071019756235183,1.3635597856715322,1,1.952121342299506,1.3423592813778669,1.786405025050044
Setosa,6.735710768494755,4.341570527479053,2.535325779300183,1.1222849247977138,2,3.7832327326759696,9.356401229044423,3.8981491427402943
Versicolor,5.92652083048597,2.011443961597979,4.5414284117287025,1.5264269173145295,1,6.198840705445036,5.896564751630649,5.683415960986167
Virginica,5.901104649528861,4.3120412625372415,4.418189278873616,2.265282904356718,2,5.982100260909647,9.976180045632645,6.8720641292165965
Setosa,6.170548665151,3.5054367851465944,3.5976163427345456,1.6530582020059228,1,7.396265078336,9.200473677599803,9.996377599192783
Versicolor,5.025023399293422,4.049749686941505,4.610375300957822,0.5996127726510166,1,6.624366047326475,4.119619602104649,7.175705140922219
Virginica,6.661221016291529,3.183603280223906,3.72025544308126,2.3342043386772273,1,1.3669345730450004,7.339199885027483,4.732258512405679
Setosa,5.502371623180807,3.647965677455068,1.1536121904850005,1.6988214559853076,1,7.0060897446237504,8.710319147445261,4.132999818539247
Versicolor,5.5077731152065095,4.1951871627941735,2.747248343192041,1.6575726620852949,1,7.647707796422765,3.8743057064712048,8.126885742414743
Virginica,7.3816997351124884,2.1736658822745083,1.8778579009696843,0.1616704035550356,2,4.052336103981361,4.602634779177606,6.507448812015355
Setosa,5.4610531530343,3.7064810242503885,2.5942874901928006,1.4574828965589404,1,8.093770456500351,5.884285942418501,2.3257069576065987
Versicolor,4.608950263820589,3.238630682975054,3.2826621308922768,2.3845633303746583,1,5.1702394189778715,9.337835233891383,6.541046681813896
Virginica,7.586122161988169,4.286088669113815,3.6717685222160075,0.5936039086431265,2,5.221939211478457,9.246676515322179,9.464146082755178
Setosa,5.877746147848666,3.912221676111222,2.1636707551544534,1.4727665727958084,2,7.121190596371889,4.03862050245516,4.666937286965549
Versicolor,5.540205396711826,4.161955059692264,5.741194964502938,0.8588918386027217,2,1.126442683627829,2.082720253383741,7.784784227609634
Virginica,4.831153129693121,2.5963301133364443,6.005378670222126,1.0739613262936474,2,2.577921118820086,4.038462046766654,4.412489887094125
Setosa,4.397925095818937,3.0777215929701924,1.2485983008984476,0.6082400554791092,2,8.921665831003338,4.798144286265597,7.557736770482734
Versicolor,5.474838016740978,2.428356808423996,4.0347065947018566,0.4194328714162111,2,1.3252851916477084,9.301002215594053,4.453989353962243
Virginica,5.241857809573412,4.19873295146972,6.158511572377757,1.392816411331296,2,8.702827490400523,7.852009335299954,7.397131385747343
Setosa,7.583169100154191,2.6901458391919735,6.557383910380304,2.4866770202293993,2,2.4690841492265463,4.9104864043183625,6.121370137669146
Versicolor,5.427310940995812,4.117564941383899,2.941695318813436,0.17147296834737064,2,2.335745935793966,3.2929876423440874,1.5900992350652814
Virginica,6.586494558304548,2.609976055659354,5.193540912005119,2.068390963412821,1,6.709183453815058,5.302528501022607,1.635499692056328
Setosa,5.12353151096031,3.7793590152636174,1.952341965190135,1.9764983272179961,2,2.305393983144313,1.1770771697629243,2.2489581094123423
Versicolor,6.342530640680343,2.2000059386715294,4.945300015085377,1.5028669906780123,1,1.9567626828793436,8.480167004046962,6.98399145831354
Virginica,5.378181366901845,2.4487905863672497,2.2078518864233048,2.0903514938428995,2,6.579775284277275,7.300562592921779,4.525039023486897
Setosa,6.599558668863029,2.5295924190431833,5.312692183279433,1.9246598167344928,2,5.480578463990241,9.781072792364284,2.837040985468775
Versicolor,5.131633919570595,4.030887622013688,4.716845249198377,0.17873610816895963,2,8.151761749526486,9.499739461578429,9.589910318376496
Virginica,4.566378505527973,2.1108084151521327,1.9297518250998111,0.15429728534072637,2,6.450229858979583,8.696131757926196,6.5345427566207945
Setosa,4.932953139953315,3.736830190755427,6.81017628191039,1.0127253975719213,1,3.041954824468121,5.540020750369877,3.7915186986792833
Versicolor,6.91431784639135,3.8033301809802653,3.9434367598034443,0.5969492960721254,2,9.991834023036063,5.685345554724336,3.3892592820338905
Virginica,5.30129539873451,3.122226736135781,2.5102613059803844,1.0505535189062356,1,2.789852071320638,8.009882940445095,6.390459703980014
Setosa,6.528374300897122,4.000953041762114,1.7143437440739944,0.8050163462758064,1,6.947289369534701,3.337391216540709,6.366164261009544
Versicolor,4.487550678383559,3.49800306968391,4.41291744930204,1.2362976521253586,1,8.50289286649786,7.108101231977344,4.682657355675474
Virginica,4.9407263266853985,3.01661137547344,6.292077930946835,1.4269098930060864,1,9.991694835247472,1.3304483937099576,6.99694754416123
Setosa,6.3684210035018625,3.7210987437516456,2.191180601343513,1.6267105957493186,1,1.3042804398573935,8.38408360304311,1.7449327616486698
Versicolor,7.446004066802562,4.170208054222167,4.93918850265909,0.659915193170309,1,8.268489891197532,7.946906103985384,4.562554775038734
Virginica,5.108868065383286,4.315810026042164,2.8626747546950355,2.1694936962798237,2,1.6653001469094306,1.8957014989573509,7.23594611370936
Setosa,6.284990575257689,2.755949461460114,5.1337037196150055,1.135606136545539,1,5.961636592401192,6.753857851494104,6.463984006782994
Versicolor,7.635402138438076,3.2898492047563197,6.8980931604281075,1.665138979256153,1,6.993276375345886,4.668405123753473,7.423997359350324
Virginica,5.262576131615788,2.4787026047706604,6.021000306401402,1.9340649826452136,1,8.504726625746116,4.206409182399511,8.226359147578478
Setosa,7.611711996700615,3.129311718605459,1.7128049958730118,2.1487947177141904,2,7.611507016699761,4.184821481816471,6.382591022644192
Versicolor,5.721938757691532,2.3591496774926783,1.6362158670555802,1.6226367097347976,1,9.56360879051499,6.325348786776885,3.593588477000594
Virginica,7.704816510807723,3.3706163251772523,5.008719225716777,0.31306042373180387,2,8.712133967783302,2.4842823543585837,9.491847375873476
Setosa,7.879077211488038,2.8416668428108096,1.7764472666662185,1.6834445394575597,1,7.080387047491968,4.50002143974416,1.4998063649982214
Versicolor,5.068566030077636,3.8989170303568246,2.094438078464009,1.9312649559229613,2,6.209678766084835,8.586261597229168,3.8595867617987096
Virginica,6.669128648750484,2.820956604555249,3.346686019888148,0.2016872387379408,1,4.535481877392158,9.244397542905062,9.909023696789518
Setosa,6.115349507704377,3.9980511207133533,1.5888135159388184,2.0744814492762087,1,1.9190576910041273,5.7636184801813215,6.775578614789993
Versicolor,5.28885143166408,3.5943157427012924,1.0922075258102268,1.2771455256268383,1,1.3228193907998502,3.7909803143702447,6.988056702306494
Virginica,6.43755338601768,3.865657089836896,6.5465016848174855,1.9270982621237636,1,4.692532756831497,2.7770272879861295,8.441239444538951
Setosa,4.958377448841929,4.382989262789488,3.3271511181257667,1.5962961062788963,1,6.396630532341078,8.932209992781281,3.9660622098017484
Versicolor,6.417883325740695,3.950150189176202,1.6074988304637374,2.266400998272002,1,9.29222210496664,3.1916797906160355,1.5120235211215913
Virginica,5.836923647485674,2.6439895471557975,2.1986344516044483,1.4697987079620363,2,8.431299632648006,5.511472973041236,3.464186807628721
Setosa,6.861968836933375,3.914187341928482,2.730316278873943,0.21716866586357356,1,4.1665006971452385,8.12225487921387,4.036606922047213
